Product_ID,SKU,Product_Name,Product_Brand,Product_Category_Name,Product_Category_ID
P00268442,ELEC-TOS-789,Toshiba Electronics 415,Toshiba,Electronics,16
P00114642,ELEC-SAM-464,Samsung Electronics 469,Samsung,Electronics,5
P00255742,COMP-DEL-439,Dell Computers 522,Dell,Computers,13
P00106942,APP-PHI-950,Philips Appliances 940,Philips,Appliances,9
P00111842,COMP-LEN-507,Lenovo Computers 902,Lenovo,Computers,15
P00304142,ELEC-SAM-220,Samsung Electronics 535,Samsung,Electronics,5
P00249842,COMP-ASU-460,Asus Computers 188,Asus,Computers,14
P00323442,ELEC-APP-420,Apple Electronics 646,Apple,Electronics,3
P00129442,COMP-ASU-120,Asus Computers 262,Asus,Computers,14
P00021042,ELEC-HP-292,HP Electronics 443,HP,Electronics,2
P00363742,COMP-DEL-464,Dell Computers 545,Dell,Computers,13
P00225042,ELEC-SON-598,Sony Electronics 861,Sony,Electronics,7
P00002642,ELEC-HP-222,HP Electronics 398,HP,Electronics,2
P00234542,COMP-ASU-190,Asus Computers 653,Asus,Computers,14
P00173842,APP-PHI-444,Philips Appliances 892,Philips,Appliances,9
P00205942,MOB-APP-382,Apple Mobile 232,Apple,Mobile,4
P00327342,COMP-DEL-770,Dell Computers 225,Dell,Computers,13
P00089142,MOB-APP-555,Apple Mobile 900,Apple,Mobile,4
P00024742,ELEC-SAM-335,Samsung Electronics 183,Samsung,Electronics,5
P00053642,COMP-HP-650,HP Computers 970,HP,Computers,1
P00101842,COMP-ASU-430,Asus Computers 801,Asus,Computers,14
P00011342,ELEC-SON-757,Sony Electronics 740,Sony,Electronics,7
P00002942,COMP-DEL-659,Dell Computers 616,Dell,Computers,13
P00258442,ELEC-APP-256,Apple Electronics 892,Apple,Electronics,3
P00246342,HLT-PHI-544,Philips Health 775,Philips,Health,10
P00331342,COMP-HP-854,HP Computers 625,HP,Computers,1
P00360742,APP-SAM-642,Samsung Appliances 539,Samsung,Appliances,6
P00120442,ELEC-APP-920,Apple Electronics 616,Apple,Electronics,3
P00196042,ENT-SON-370,Sony Entertainment 372,Sony,Entertainment,8
P00276142,APP-SAM-152,Samsung Appliances 288,Samsung,Appliances,6
P00176942,MOB-APP-299,Apple Mobile 106,Apple,Mobile,4
P00216542,APP-LG-331,LG Appliances 349,LG,Appliances,11
P00295542,MOB-APP-332,Apple Mobile 790,Apple,Mobile,4
P00091142,COMP-ASU-608,Asus Computers 600,Asus,Computers,14
P00026542,COMP-ASU-524,Asus Computers 688,Asus,Computers,14
P00242042,MOB-APP-174,Apple Mobile 517,Apple,Mobile,4
P00184342,COMP-DEL-865,Dell Computers 402,Dell,Computers,13
P00049542,COMP-DEL-243,Dell Computers 504,Dell,Computers,13
P00155642,COMP-LEN-808,Lenovo Computers 793,Lenovo,Computers,15
P00347342,APP-SAM-790,Samsung Appliances 779,Samsung,Appliances,6
P00007142,MOB-APP-113,Apple Mobile 198,Apple,Mobile,4
P00221442,COMP-HP-813,HP Computers 442,HP,Computers,1
P00167942,COMP-ASU-277,Asus Computers 917,Asus,Computers,14
P00201442,ELEC-TOS-287,Toshiba Electronics 256,Toshiba,Electronics,16
P00014642,ELEC-SAM-852,Samsung Electronics 755,Samsung,Electronics,5
P00285642,ELEC-TOS-309,Toshiba Electronics 286,Toshiba,Electronics,16
P00246042,ELEC-SON-103,Sony Electronics 139,Sony,Electronics,7
P00204342,APP-PHI-823,Philips Appliances 103,Philips,Appliances,9
P00025042,ELEC-HP-712,HP Electronics 767,HP,Electronics,2
P00066542,ELEC-SAM-209,Samsung Electronics 542,Samsung,Electronics,5
P00177342,ELEC-SON-259,Sony Electronics 508,Sony,Electronics,7
P00322942,COMP-DEL-841,Dell Computers 728,Dell,Computers,13
P00266042,COMP-DEL-697,Dell Computers 606,Dell,Computers,13
P00177642,ELEC-APP-240,Apple Electronics 276,Apple,Electronics,3
P00281642,ELEC-LG-656,LG Electronics 684,LG,Electronics,12
P00282442,COMP-LEN-647,Lenovo Computers 830,Lenovo,Computers,15
P00042742,HLT-PHI-187,Philips Health 789,Philips,Health,10
P00001242,ELEC-LG-697,LG Electronics 436,LG,Electronics,12
P00339942,ELEC-LG-326,LG Electronics 455,LG,Electronics,12
P00029542,COMP-DEL-661,Dell Computers 951,Dell,Computers,13
P00244342,ELEC-SON-803,Sony Electronics 546,Sony,Electronics,7
P00280642,COMP-LEN-915,Lenovo Computers 924,Lenovo,Computers,15
P00244442,ENT-SON-636,Sony Entertainment 345,Sony,Entertainment,8
P00105442,COMP-ASU-764,Asus Computers 396,Asus,Computers,14
P00194142,APP-PHI-375,Philips Appliances 892,Philips,Appliances,9
P00313942,APP-LG-577,LG Appliances 217,LG,Appliances,11
P00084342,ELEC-SON-628,Sony Electronics 371,Sony,Electronics,7
P00198642,ELEC-SON-443,Sony Electronics 782,Sony,Electronics,7
P00115842,ELEC-SON-228,Sony Electronics 322,Sony,Electronics,7
P00128142,ENT-SON-462,Sony Entertainment 527,Sony,Entertainment,8
P00021142,COMP-ASU-108,Asus Computers 705,Asus,Computers,14
P00043542,HLT-PHI-818,Philips Health 374,Philips,Health,10
P00102842,APP-SAM-576,Samsung Appliances 342,Samsung,Appliances,6
P00041842,ELEC-SON-213,Sony Electronics 102,Sony,Electronics,7
P00242642,ELEC-TOS-901,Toshiba Electronics 695,Toshiba,Electronics,16
P00231942,COMP-DEL-468,Dell Computers 165,Dell,Computers,13
P00174142,COMP-LEN-743,Lenovo Computers 298,Lenovo,Computers,15
P00260442,COMP-HP-505,HP Computers 525,HP,Computers,1
P00016842,HLT-PHI-757,Philips Health 452,Philips,Health,10
P00255942,APP-LG-884,LG Appliances 246,LG,Appliances,11
P00268342,APP-SAM-685,Samsung Appliances 441,Samsung,Appliances,6
P00223542,COMP-LEN-152,Lenovo Computers 858,Lenovo,Computers,15
P00122442,APP-PHI-509,Philips Appliances 200,Philips,Appliances,9
P00298942,ELEC-HP-733,HP Electronics 747,HP,Electronics,2
P00042542,ENT-SON-387,Sony Entertainment 360,Sony,Entertainment,8
P00078842,ELEC-SON-771,Sony Electronics 958,Sony,Electronics,7
P00084842,COMP-LEN-251,Lenovo Computers 857,Lenovo,Computers,15
P00216742,ELEC-SAM-659,Samsung Electronics 836,Samsung,Electronics,5
P00006142,ELEC-TOS-507,Toshiba Electronics 766,Toshiba,Electronics,16
P00233442,COMP-ASU-203,Asus Computers 845,Asus,Computers,14
P00024342,ELEC-TOS-351,Toshiba Electronics 534,Toshiba,Electronics,16
P00024242,ELEC-APP-955,Apple Electronics 933,Apple,Electronics,3
P00093342,COMP-LEN-536,Lenovo Computers 867,Lenovo,Computers,15
P00333642,ELEC-TOS-725,Toshiba Electronics 488,Toshiba,Electronics,16
P00364442,ENT-SON-638,Sony Entertainment 719,Sony,Entertainment,8
P00346042,COMP-HP-364,HP Computers 714,HP,Computers,1
P00282242,ELEC-APP-575,Apple Electronics 816,Apple,Electronics,3
P00180342,ELEC-TOS-351,Toshiba Electronics 650,Toshiba,Electronics,16
P00113642,MOB-APP-792,Apple Mobile 898,Apple,Mobile,4
P00001042,ELEC-TOS-180,Toshiba Electronics 154,Toshiba,Electronics,16
P00083942,ELEC-HP-617,HP Electronics 416,HP,Electronics,2
P00117842,HLT-PHI-355,Philips Health 786,Philips,Health,10
P00148042,COMP-HP-777,HP Computers 799,HP,Computers,1
P00053042,COMP-DEL-948,Dell Computers 633,Dell,Computers,13
P00004642,COMP-DEL-233,Dell Computers 170,Dell,Computers,13
P00158042,ENT-SON-825,Sony Entertainment 914,Sony,Entertainment,8
P00259142,ELEC-SON-410,Sony Electronics 964,Sony,Electronics,7
P00282042,ELEC-APP-805,Apple Electronics 882,Apple,Electronics,3
P00047942,ELEC-SON-883,Sony Electronics 439,Sony,Electronics,7
P00131542,COMP-ASU-832,Asus Computers 324,Asus,Computers,14
P00264242,COMP-DEL-738,Dell Computers 819,Dell,Computers,13
P00343442,COMP-ASU-600,Asus Computers 604,Asus,Computers,14
P00254642,ELEC-APP-349,Apple Electronics 882,Apple,Electronics,3
P00320842,COMP-DEL-902,Dell Computers 668,Dell,Computers,13
P00074242,COMP-DEL-105,Dell Computers 662,Dell,Computers,13
P00018142,HLT-PHI-495,Philips Health 745,Philips,Health,10
P00229942,ELEC-APP-988,Apple Electronics 960,Apple,Electronics,3
P00355642,MOB-APP-834,Apple Mobile 732,Apple,Mobile,4
P00142942,ELEC-SON-132,Sony Electronics 801,Sony,Electronics,7
P00035342,APP-PHI-447,Philips Appliances 497,Philips,Appliances,9
P00017542,COMP-LEN-525,Lenovo Computers 669,Lenovo,Computers,15
P00217942,ENT-SON-309,Sony Entertainment 351,Sony,Entertainment,8
P00072542,HLT-PHI-599,Philips Health 490,Philips,Health,10
P00178242,APP-LG-493,LG Appliances 147,LG,Appliances,11
P00352642,ELEC-SAM-991,Samsung Electronics 687,Samsung,Electronics,5
P00145642,ELEC-TOS-670,Toshiba Electronics 688,Toshiba,Electronics,16
P00100942,ELEC-HP-424,HP Electronics 627,HP,Electronics,2
P00105042,ELEC-TOS-209,Toshiba Electronics 365,Toshiba,Electronics,16
P00305042,COMP-ASU-102,Asus Computers 883,Asus,Computers,14
P00181542,COMP-HP-435,HP Computers 521,HP,Computers,1
P00014942,ELEC-TOS-261,Toshiba Electronics 220,Toshiba,Electronics,16
P00125142,APP-LG-326,LG Appliances 568,LG,Appliances,11
P00368242,APP-PHI-906,Philips Appliances 212,Philips,Appliances,9
P00243542,ELEC-SAM-864,Samsung Electronics 161,Samsung,Electronics,5
P00342042,ELEC-APP-880,Apple Electronics 330,Apple,Electronics,3
P00179242,ENT-SON-929,Sony Entertainment 285,Sony,Entertainment,8
P00129142,COMP-LEN-999,Lenovo Computers 949,Lenovo,Computers,15
P00359242,COMP-ASU-358,Asus Computers 166,Asus,Computers,14
P00308342,ELEC-APP-276,Apple Electronics 286,Apple,Electronics,3
P00216042,COMP-ASU-221,Asus Computers 173,Asus,Computers,14
P00220342,ELEC-APP-596,Apple Electronics 571,Apple,Electronics,3
P00171342,ELEC-HP-700,HP Electronics 975,HP,Electronics,2
P0095842,ELEC-SON-946,Sony Electronics 686,Sony,Electronics,7
P00256042,ELEC-SAM-367,Samsung Electronics 579,Samsung,Electronics,5
P00124242,COMP-HP-928,HP Computers 802,HP,Computers,1
P00236542,APP-SAM-992,Samsung Appliances 377,Samsung,Appliances,6
P00353542,ELEC-SON-602,Sony Electronics 217,Sony,Electronics,7
P00319242,ELEC-SON-614,Sony Electronics 396,Sony,Electronics,7
P00311942,COMP-LEN-989,Lenovo Computers 535,Lenovo,Computers,15
P00197142,COMP-ASU-216,Asus Computers 585,Asus,Computers,14
P00065242,APP-SAM-118,Samsung Appliances 296,Samsung,Appliances,6
P00194342,ELEC-SAM-204,Samsung Electronics 678,Samsung,Electronics,5
P00180142,COMP-DEL-456,Dell Computers 894,Dell,Computers,13
P00168342,HLT-PHI-541,Philips Health 344,Philips,Health,10
P00265342,ELEC-APP-568,Apple Electronics 222,Apple,Electronics,3
P00319042,ELEC-LG-515,LG Electronics 318,LG,Electronics,12
P00093242,COMP-HP-850,HP Computers 512,HP,Computers,1
P00051642,MOB-APP-361,Apple Mobile 283,Apple,Mobile,4
P00293342,COMP-ASU-306,Asus Computers 450,Asus,Computers,14
P00153842,HLT-PHI-837,Philips Health 794,Philips,Health,10
P00130842,ELEC-SAM-492,Samsung Electronics 778,Samsung,Electronics,5
P00155842,ELEC-HP-760,HP Electronics 814,HP,Electronics,2
P00211242,APP-PHI-156,Philips Appliances 767,Philips,Appliances,9
P00221042,APP-SAM-602,Samsung Appliances 997,Samsung,Appliances,6
P00008142,ELEC-SON-692,Sony Electronics 725,Sony,Electronics,7
P00079942,APP-SAM-931,Samsung Appliances 902,Samsung,Appliances,6
P00320942,COMP-LEN-349,Lenovo Computers 195,Lenovo,Computers,15
P00319442,MOB-APP-311,Apple Mobile 597,Apple,Mobile,4
P00235142,ELEC-SON-466,Sony Electronics 358,Sony,Electronics,7
P00280442,APP-LG-330,LG Appliances 515,LG,Appliances,11
P00173242,ELEC-LG-170,LG Electronics 523,LG,Electronics,12
P0095542,ENT-SON-129,Sony Entertainment 250,Sony,Entertainment,8
P00265142,ELEC-SAM-259,Samsung Electronics 152,Samsung,Electronics,5
P00074342,COMP-DEL-795,Dell Computers 955,Dell,Computers,13
P00135342,APP-SAM-182,Samsung Appliances 755,Samsung,Appliances,6
P00316642,ELEC-HP-854,HP Electronics 797,HP,Electronics,2
P00264642,MOB-APP-470,Apple Mobile 746,Apple,Mobile,4
P00157642,ENT-SON-516,Sony Entertainment 839,Sony,Entertainment,8
P00070342,COMP-HP-938,HP Computers 133,HP,Computers,1
P00073642,HLT-PHI-329,Philips Health 823,Philips,Health,10
P00268542,COMP-DEL-451,Dell Computers 504,Dell,Computers,13
P00136742,APP-LG-800,LG Appliances 522,LG,Appliances,11
P00001542,COMP-ASU-553,Asus Computers 471,Asus,Computers,14
P00154242,ELEC-TOS-393,Toshiba Electronics 145,Toshiba,Electronics,16
P00050142,APP-SAM-226,Samsung Appliances 310,Samsung,Appliances,6
P00130642,COMP-ASU-486,Asus Computers 895,Asus,Computers,14
P00024642,ELEC-SON-533,Sony Electronics 939,Sony,Electronics,7
P00329942,APP-LG-901,LG Appliances 864,LG,Appliances,11
P00192742,APP-PHI-446,Philips Appliances 600,Philips,Appliances,9
P00138842,APP-PHI-456,Philips Appliances 354,Philips,Appliances,9
P00185842,COMP-DEL-793,Dell Computers 623,Dell,Computers,13
P00115042,COMP-DEL-483,Dell Computers 294,Dell,Computers,13
P00120642,ENT-SON-697,Sony Entertainment 531,Sony,Entertainment,8
P00005742,ELEC-LG-423,LG Electronics 779,LG,Electronics,12
P00048042,COMP-LEN-860,Lenovo Computers 764,Lenovo,Computers,15
P00273342,APP-LG-975,LG Appliances 480,LG,Appliances,11
P00180042,ELEC-TOS-967,Toshiba Electronics 405,Toshiba,Electronics,16
P00365342,ELEC-LG-221,LG Electronics 639,LG,Electronics,12
P00146742,ELEC-LG-937,LG Electronics 521,LG,Electronics,12
P00335742,ELEC-TOS-764,Toshiba Electronics 996,Toshiba,Electronics,16
P00114842,ELEC-HP-115,HP Electronics 676,HP,Electronics,2
P00366442,ELEC-LG-856,LG Electronics 412,LG,Electronics,12
P00348942,ELEC-SAM-427,Samsung Electronics 565,Samsung,Electronics,5
P00270842,ELEC-HP-774,HP Electronics 118,HP,Electronics,2
P00339342,COMP-ASU-520,Asus Computers 241,Asus,Computers,14
P00358442,APP-LG-132,LG Appliances 371,LG,Appliances,11
P00031142,COMP-ASU-112,Asus Computers 719,Asus,Computers,14
P00118042,COMP-ASU-209,Asus Computers 148,Asus,Computers,14
P00331142,ELEC-TOS-347,Toshiba Electronics 226,Toshiba,Electronics,16
P00156542,HLT-PHI-536,Philips Health 930,Philips,Health,10
P00033442,COMP-HP-470,HP Computers 775,HP,Computers,1
P00154442,COMP-HP-832,HP Computers 197,HP,Computers,1
P00274642,COMP-LEN-933,Lenovo Computers 326,Lenovo,Computers,15
P00313242,ELEC-TOS-715,Toshiba Electronics 379,Toshiba,Electronics,16
P00279542,ELEC-LG-516,LG Electronics 606,LG,Electronics,12
P00203742,ELEC-HP-411,HP Electronics 732,HP,Electronics,2
P00354442,COMP-HP-305,HP Computers 515,HP,Computers,1
P00178142,ELEC-TOS-104,Toshiba Electronics 499,Toshiba,Electronics,16
P00092142,COMP-LEN-375,Lenovo Computers 913,Lenovo,Computers,15
P00318342,ELEC-HP-105,HP Electronics 823,HP,Electronics,2
P00210942,COMP-ASU-520,Asus Computers 482,Asus,Computers,14
P00215442,COMP-ASU-282,Asus Computers 226,Asus,Computers,14
P00309242,COMP-LEN-227,Lenovo Computers 570,Lenovo,Computers,15
P00109942,MOB-APP-212,Apple Mobile 619,Apple,Mobile,4
P00208042,ENT-SON-130,Sony Entertainment 301,Sony,Entertainment,8
P00029742,ELEC-TOS-282,Toshiba Electronics 229,Toshiba,Electronics,16
P00240442,COMP-DEL-499,Dell Computers 351,Dell,Computers,13
P00304642,ELEC-TOS-747,Toshiba Electronics 277,Toshiba,Electronics,16
P00067942,ELEC-LG-722,LG Electronics 908,LG,Electronics,12
P00361942,ELEC-TOS-386,Toshiba Electronics 191,Toshiba,Electronics,16
P00083242,ELEC-SAM-913,Samsung Electronics 179,Samsung,Electronics,5
P00366942,ELEC-SON-594,Sony Electronics 554,Sony,Electronics,7
P00149142,ELEC-TOS-891,Toshiba Electronics 580,Toshiba,Electronics,16
P00214642,ELEC-TOS-304,Toshiba Electronics 668,Toshiba,Electronics,16
P00181942,HLT-PHI-255,Philips Health 968,Philips,Health,10
P00296042,COMP-LEN-229,Lenovo Computers 635,Lenovo,Computers,15
P00189042,COMP-DEL-980,Dell Computers 855,Dell,Computers,13
P00134942,COMP-DEL-141,Dell Computers 610,Dell,Computers,13
P00359042,APP-PHI-444,Philips Appliances 954,Philips,Appliances,9
P00088842,COMP-ASU-379,Asus Computers 319,Asus,Computers,14
P00159442,APP-SAM-376,Samsung Appliances 414,Samsung,Appliances,6
P00341242,ELEC-LG-484,LG Electronics 214,LG,Electronics,12
P00122542,COMP-DEL-336,Dell Computers 910,Dell,Computers,13
P00295342,ENT-SON-944,Sony Entertainment 394,Sony,Entertainment,8
P00323642,APP-SAM-188,Samsung Appliances 793,Samsung,Appliances,6
P00101542,ELEC-TOS-614,Toshiba Electronics 352,Toshiba,Electronics,16
P00307942,ELEC-HP-816,HP Electronics 876,HP,Electronics,2
P00297542,ELEC-SON-501,Sony Electronics 714,Sony,Electronics,7
P00287642,COMP-LEN-603,Lenovo Computers 631,Lenovo,Computers,15
P00115742,COMP-ASU-301,Asus Computers 391,Asus,Computers,14
P00120542,APP-LG-604,LG Appliances 510,LG,Appliances,11
P00330342,COMP-HP-706,HP Computers 347,HP,Computers,1
P00296942,ELEC-HP-766,HP Electronics 924,HP,Electronics,2
P00332142,APP-SAM-932,Samsung Appliances 835,Samsung,Appliances,6
P00370042,MOB-APP-248,Apple Mobile 238,Apple,Mobile,4
P00130242,ELEC-SAM-232,Samsung Electronics 938,Samsung,Electronics,5
P00320742,ELEC-LG-321,LG Electronics 319,LG,Electronics,12
P00101042,ELEC-SAM-866,Samsung Electronics 178,Samsung,Electronics,5
P00169742,COMP-ASU-547,Asus Computers 847,Asus,Computers,14
P00352242,APP-SAM-300,Samsung Appliances 528,Samsung,Appliances,6
P00181742,APP-SAM-538,Samsung Appliances 554,Samsung,Appliances,6
P00078242,COMP-LEN-256,Lenovo Computers 300,Lenovo,Computers,15
P00059842,ELEC-LG-989,LG Electronics 728,LG,Electronics,12
P00072842,COMP-HP-336,HP Computers 433,HP,Computers,1
P00198242,ENT-SON-139,Sony Entertainment 773,Sony,Entertainment,8
P00335842,COMP-ASU-173,Asus Computers 731,Asus,Computers,14
P00174842,ELEC-TOS-167,Toshiba Electronics 551,Toshiba,Electronics,16
P00214842,APP-LG-746,LG Appliances 893,LG,Appliances,11
P00248742,COMP-ASU-930,Asus Computers 143,Asus,Computers,14
P00052242,ELEC-SON-198,Sony Electronics 589,Sony,Electronics,7
P00047742,COMP-LEN-612,Lenovo Computers 114,Lenovo,Computers,15
P00155142,ELEC-TOS-767,Toshiba Electronics 720,Toshiba,Electronics,16
P0009842,ENT-SON-391,Sony Entertainment 338,Sony,Entertainment,8
P00052742,APP-PHI-407,Philips Appliances 807,Philips,Appliances,9
P00036242,COMP-DEL-352,Dell Computers 129,Dell,Computers,13
P00025342,COMP-DEL-739,Dell Computers 199,Dell,Computers,13
P00271042,COMP-LEN-889,Lenovo Computers 459,Lenovo,Computers,15
P00312842,COMP-HP-389,HP Computers 340,HP,Computers,1
P00370642,COMP-LEN-948,Lenovo Computers 447,Lenovo,Computers,15
P00309342,COMP-ASU-463,Asus Computers 333,Asus,Computers,14
P00109842,COMP-ASU-994,Asus Computers 475,Asus,Computers,14
P00287342,ELEC-TOS-565,Toshiba Electronics 749,Toshiba,Electronics,16
P00192242,COMP-HP-294,HP Computers 979,HP,Computers,1
P00025942,COMP-ASU-797,Asus Computers 623,Asus,Computers,14
P00084242,MOB-APP-575,Apple Mobile 323,Apple,Mobile,4
P00107242,APP-LG-988,LG Appliances 410,LG,Appliances,11
P00128542,COMP-DEL-788,Dell Computers 116,Dell,Computers,13
P00260642,COMP-LEN-421,Lenovo Computers 106,Lenovo,Computers,15
P00082242,COMP-ASU-812,Asus Computers 153,Asus,Computers,14
P00249742,HLT-PHI-681,Philips Health 460,Philips,Health,10
P00129042,COMP-ASU-919,Asus Computers 242,Asus,Computers,14
P00288242,COMP-ASU-881,Asus Computers 112,Asus,Computers,14
P00184242,COMP-DEL-153,Dell Computers 191,Dell,Computers,13
P00302642,ELEC-APP-619,Apple Electronics 199,Apple,Electronics,3
P00126042,COMP-HP-881,HP Computers 476,HP,Computers,1
P00349442,COMP-LEN-903,Lenovo Computers 723,Lenovo,Computers,15
P00169642,ELEC-APP-718,Apple Electronics 275,Apple,Electronics,3
P00010542,APP-SAM-874,Samsung Appliances 584,Samsung,Appliances,6
P00222042,COMP-DEL-478,Dell Computers 979,Dell,Computers,13
P0096342,APP-PHI-267,Philips Appliances 223,Philips,Appliances,9
P00356742,COMP-HP-817,HP Computers 139,HP,Computers,1
P00155242,APP-LG-957,LG Appliances 428,LG,Appliances,11
P00041942,ENT-SON-850,Sony Entertainment 426,Sony,Entertainment,8
P00358342,HLT-PHI-828,Philips Health 597,Philips,Health,10
P00127742,APP-PHI-181,Philips Appliances 391,Philips,Appliances,9
P00066942,COMP-ASU-377,Asus Computers 742,Asus,Computers,14
P00085842,COMP-ASU-227,Asus Computers 690,Asus,Computers,14
P00284742,COMP-ASU-459,Asus Computers 552,Asus,Computers,14
P00254242,COMP-DEL-612,Dell Computers 260,Dell,Computers,13
P00210542,ELEC-HP-738,HP Electronics 111,HP,Electronics,2
P00086342,APP-PHI-768,Philips Appliances 279,Philips,Appliances,9
P00315642,ELEC-SON-590,Sony Electronics 557,Sony,Electronics,7
P0099442,COMP-LEN-831,Lenovo Computers 622,Lenovo,Computers,15
P00108542,ELEC-SON-926,Sony Electronics 326,Sony,Electronics,7
P00337142,APP-PHI-639,Philips Appliances 425,Philips,Appliances,9
P00111242,ELEC-TOS-765,Toshiba Electronics 250,Toshiba,Electronics,16
P00263542,COMP-LEN-852,Lenovo Computers 242,Lenovo,Computers,15
P00250942,APP-LG-579,LG Appliances 666,LG,Appliances,11
P00265442,ELEC-APP-437,Apple Electronics 763,Apple,Electronics,3
P00006842,COMP-DEL-294,Dell Computers 206,Dell,Computers,13
P00156842,ELEC-HP-742,HP Electronics 953,HP,Electronics,2
P00075442,COMP-DEL-617,Dell Computers 167,Dell,Computers,13
P00217342,COMP-DEL-501,Dell Computers 773,Dell,Computers,13
P00195042,ELEC-SAM-557,Samsung Electronics 791,Samsung,Electronics,5
P00253542,ELEC-SAM-611,Samsung Electronics 364,Samsung,Electronics,5
P00324642,ENT-SON-282,Sony Entertainment 457,Sony,Entertainment,8
P00228342,ELEC-TOS-519,Toshiba Electronics 715,Toshiba,Electronics,16
P0098742,COMP-HP-960,HP Computers 371,HP,Computers,1
P00026642,ELEC-HP-544,HP Electronics 470,HP,Electronics,2
P00296242,COMP-HP-588,HP Computers 474,HP,Computers,1
P00144042,COMP-ASU-415,Asus Computers 636,Asus,Computers,14
P00040942,ELEC-TOS-724,Toshiba Electronics 129,Toshiba,Electronics,16
P00043842,ELEC-LG-492,LG Electronics 732,LG,Electronics,12
P00032142,COMP-LEN-719,Lenovo Computers 962,Lenovo,Computers,15
P00000542,MOB-APP-514,Apple Mobile 849,Apple,Mobile,4
P00035642,ELEC-SAM-466,Samsung Electronics 326,Samsung,Electronics,5
P00291242,COMP-LEN-209,Lenovo Computers 466,Lenovo,Computers,15
P00198842,ENT-SON-135,Sony Entertainment 161,Sony,Entertainment,8
P00256342,ELEC-TOS-126,Toshiba Electronics 350,Toshiba,Electronics,16
P00298442,ELEC-TOS-450,Toshiba Electronics 760,Toshiba,Electronics,16
P00191942,ELEC-APP-992,Apple Electronics 279,Apple,Electronics,3
P00230942,ENT-SON-658,Sony Entertainment 265,Sony,Entertainment,8
P00305342,COMP-DEL-909,Dell Computers 762,Dell,Computers,13
P00157142,APP-SAM-316,Samsung Appliances 502,Samsung,Appliances,6
P00256842,ELEC-SAM-762,Samsung Electronics 908,Samsung,Electronics,5
P00002042,ENT-SON-860,Sony Entertainment 763,Sony,Entertainment,8
P00294242,COMP-ASU-615,Asus Computers 822,Asus,Computers,14
P00193642,APP-PHI-567,Philips Appliances 959,Philips,Appliances,9
P00109542,APP-SAM-768,Samsung Appliances 610,Samsung,Appliances,6
P00169442,APP-PHI-326,Philips Appliances 381,Philips,Appliances,9
P00022142,ELEC-SON-408,Sony Electronics 508,Sony,Electronics,7
P00231242,HLT-PHI-685,Philips Health 163,Philips,Health,10
P00299142,COMP-DEL-955,Dell Computers 587,Dell,Computers,13
P00337542,ENT-SON-920,Sony Entertainment 438,Sony,Entertainment,8
P00065042,COMP-DEL-597,Dell Computers 382,Dell,Computers,13
P00148442,COMP-ASU-141,Asus Computers 672,Asus,Computers,14
P00349242,COMP-ASU-599,Asus Computers 221,Asus,Computers,14
P00289842,ELEC-APP-985,Apple Electronics 393,Apple,Electronics,3
P00033942,HLT-PHI-124,Philips Health 684,Philips,Health,10
P00190542,COMP-LEN-599,Lenovo Computers 381,Lenovo,Computers,15
P00207942,ENT-SON-200,Sony Entertainment 717,Sony,Entertainment,8
P00164842,APP-LG-235,LG Appliances 349,LG,Appliances,11
P00266442,HLT-PHI-902,Philips Health 493,Philips,Health,10
P00346242,ELEC-SAM-307,Samsung Electronics 515,Samsung,Electronics,5
P00103242,HLT-PHI-961,Philips Health 360,Philips,Health,10
P00061542,ELEC-SAM-970,Samsung Electronics 495,Samsung,Electronics,5
P00209142,COMP-DEL-688,Dell Computers 348,Dell,Computers,13
P00052442,ELEC-HP-838,HP Electronics 336,HP,Electronics,2
P00116542,ENT-SON-348,Sony Entertainment 627,Sony,Entertainment,8
P00325742,COMP-HP-850,HP Computers 562,HP,Computers,1
P00340042,APP-LG-156,LG Appliances 475,LG,Appliances,11
P00221742,ELEC-LG-326,LG Electronics 304,LG,Electronics,12
P00241742,ELEC-HP-508,HP Electronics 873,HP,Electronics,2
P00018842,ELEC-HP-736,HP Electronics 841,HP,Electronics,2
P00297742,ENT-SON-535,Sony Entertainment 187,Sony,Entertainment,8
P00168142,COMP-DEL-107,Dell Computers 150,Dell,Computers,13
P00106042,ELEC-APP-907,Apple Electronics 418,Apple,Electronics,3
P00163442,COMP-DEL-394,Dell Computers 977,Dell,Computers,13
P00237842,ENT-SON-644,Sony Entertainment 516,Sony,Entertainment,8
P00300042,ELEC-LG-668,LG Electronics 134,LG,Electronics,12
P00196542,ELEC-TOS-549,Toshiba Electronics 352,Toshiba,Electronics,16
P00273942,COMP-LEN-695,Lenovo Computers 369,Lenovo,Computers,15
P00272842,COMP-ASU-141,Asus Computers 650,Asus,Computers,14
P00116042,ELEC-HP-153,HP Electronics 692,HP,Electronics,2
P00012142,ELEC-LG-441,LG Electronics 181,LG,Electronics,12
P00104942,COMP-ASU-623,Asus Computers 155,Asus,Computers,14
P00117242,COMP-HP-584,HP Computers 320,HP,Computers,1
P00085642,ELEC-APP-332,Apple Electronics 584,Apple,Electronics,3
P00123842,COMP-HP-838,HP Computers 872,HP,Computers,1
P00300242,COMP-DEL-310,Dell Computers 590,Dell,Computers,13
P00108642,APP-SAM-184,Samsung Appliances 107,Samsung,Appliances,6
P00101742,COMP-DEL-945,Dell Computers 978,Dell,Computers,13
P00367942,ENT-SON-279,Sony Entertainment 405,Sony,Entertainment,8
